id,name,name_scientific,description,itis_id,wikipedia_id,picture_file_name,picture_content_type,picture_file_size,picture_updated_at,legacy_id,food_group,food_subgroup,food_type,created_at,updated_at,creator_id,updater_id,export_to_afcdb,category,ncbi_taxonomy_id,export_to_foodb,public_id,allergen_code,allergen_rating,allergens_detected,allergen_category
306,Blue crab,Callinectes sapidus,"Callinectes sapidus (from the Greek calli- = ""beautiful"", nectes = ""swimmer"", and Latin sapidus = ""savory""), the blue crab, Atlantic blue crab, or regionally as the Chesapeake blue crab, is a species of crab native to the waters of the western Atlantic Ocean and the Gulf of Mexico, and introduced internationally.
C. sapidus is of significant culinary and economic importance in the United States, particularly in Louisiana and in the Chesapeake Bay. It is the Maryland state crustacean and is the state's largest commercial fishery.",98696.0,Callinectes_sapidus,306.jpg,image/jpeg,69896.0,2012-04-20 09:32:04 UTC,333.0,Aquatic foods,Crustaceans,Type 1,2011-02-09 00:37:31 UTC,2019-05-14 18:04:22 UTC,,,False,specific,6763.0,True,FOOD00303,crustaceans,100,crustaceans,Crustaceans
307,Blue mussel,Mytilus edulis,"The blue mussel (Mytilus edulis) is a medium-sized edible marine bivalve mollusc in the family Mytilidae, the mussels. Blue mussels are subject to commercial use and intense aquaculture.",79454.0,Blue mussel,307.jpg,image/jpeg,126578.0,2012-04-20 09:40:13 UTC,334.0,Aquatic foods,Mollusks,Type 1,2011-02-09 00:37:31 UTC,2019-05-14 18:04:22 UTC,,,False,specific,6550.0,True,FOOD00304,molluscs,100,molluscs,Molluscs
308,Northern bluefin tuna,Thunnus thynnus,"The Atlantic bluefin tuna (Thunnus thynnus) is a species of tuna in the Scombridae family. It is variously known as the northern bluefin tuna (mainly when including Pacific bluefin as a subspecies), giant bluefin tuna (for individuals exceeding 150 kilograms or around 330 pounds) and formerly as the tunny. Atlantic bluefin are native to both the western and eastern Atlantic Ocean, as well as the Mediterranean Sea. Atlantic bluefin have become extinct in the Black Sea. The Atlantic bluefin tuna is a close relative of the other two bluefin tuna species—the Pacific bluefin tuna and the southern bluefin tuna. Atlantic bluefin tuna may exceed 450 kilograms in weight, and rival the black marlin, blue marlin and swordfish as the largest Perciformes. Throughout recorded history, the Atlantic bluefin tuna has been highly prized as a food fish. Besides their commercial value as food, the great size, speed, and power they display as apex predators has attracted the admiration of fishermen, writers, and scientists. The Atlantic bluefin tuna has been the foundation of one of the world's most lucrative commercial fisheries. Medium-sized and large individuals are heavily targeted for the Japanese raw fish market, where all bluefin species are highly prized for sushi and sashimi. This commercial importance has led to severe overfishing. The International Commission for the Conservation of Atlantic Tunas (ICCAT) affirmed in October 2009 that Atlantic bluefin tuna stocks have declined dramatically over the last 40 years, by 72% in the Eastern Atlantic, and by 82% in the Western Atlantic. On 16 October 2009, Monaco formally recommended Endangered Atlantic bluefin tuna for an Appendix I CITES listing and international trade ban. In early 2010, European officials, led by the French ecology minister, increased pressure to ban the commercial fishing of bluefin tuna internationally. European Union nations, who are responsible for most bluefin tuna overfishing, later abstained from voting to protect the species from international trade. Most Bluefin are captured commercially by professional fishermen using longlines; purse seines, assorted hook-and-line gear, heavy rod and reels, and harpoon. Recreationally, bluefin has been one of the most important big-game species sought by sports fishermen since the 1930s, particularly in the United States but also in Canada, Spain, France and Italy.",172421.0,Atlantic bluefin tuna,308.jpg,image/jpeg,40029.0,2012-04-20 09:29:06 UTC,335.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:31 UTC,2019-05-14 18:04:22 UTC,,,False,specific,8237.0,True,FOOD00305,fish,100,fish,Fish
327,Common carp,Cyprinus carpio,"The common carp (Cyprinus carpio) is a widespread freshwater fish of eutrophic waters in lakes and large rivers in Europe and Asia. The wild populations are considered vulnerable to extinction, but the species has also been domesticated and introduced into environments worldwide, and is often considered an invasive species. It gives its name to the carp family: Cyprinidae. It is on the List of the world's 100 worst invasive species.",163344.0,Common carp,327.jpg,image/jpeg,48605.0,2012-04-20 09:34:07 UTC,354.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:35 UTC,2019-05-14 18:04:23 UTC,,,False,specific,7962.0,True,FOOD00322,fish,100,fish,Fish
329,Channel catfish,Ictalurus punctatus,"Channel catfish, Ictalurus punctatus, is North America's most numerous catfish species. It is the official fish of Missouri, Iowa, Nebraska, Kansas, and Tennessee, and is informally referred to as a ""channel cat"". In the United States, they are the most fished catfish species with approximately 8 million anglers targeting them per year. The popularity of channel catfish for food has contributed to the rapid growth of aquaculture of this species in the United States.",163998.0,Channel_catfish,329.jpg,image/jpeg,113579.0,2012-04-20 09:35:15 UTC,356.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:35 UTC,2019-05-14 18:04:23 UTC,,,False,specific,7998.0,True,FOOD00324,fish,100,fish,Fish
340,Nuttall cockle,Clinocardium nuttallii,"Clinocardium nuttallii, common name Nuttall's cockle, or basket cockle, is a species of large edible saltwater clam, a marine bivalve mollusc in the family Cardiidae, the cockles. This species was used by the indigenous peoples of California as food.",80873.0,Clinocardium nuttallii,340.jpg,image/jpeg,2003390.0,2012-04-20 09:40:01 UTC,367.0,Aquatic foods,Mollusks,Type 1,2011-02-09 00:37:36 UTC,2019-05-14 18:04:23 UTC,,,False,specific,410350.0,True,FOOD00335,molluscs,100,molluscs,Molluscs
342,Pacific cod,Gadus macrocephalus,"The Pacific cod, Gadus macrocephalus, is an important commercial food species. It is also known as gray cod or grey cod, and grayfish or greyfish. It has three separate dorsal fins, and the catfish-like whiskers on its lower jaw. In appearance, it is similar to the Atlantic cod. A bottom dweller, it is found mainly along the continental shelf and upper slopes with a range around the rim of the North Pacific Ocean, from the Yellow Sea to the Bering Strait, along the Aleutian Islands, and south to about Los Angeles, down to the depths of 900 meters (~ 3000 feet). May grow up to 1 m (39"") and weigh up to 15 kg (33 lbs). It is found in huge schools.",164711.0,Pacific_cod,342.jpg,image/jpeg,15897.0,2012-04-20 09:41:24 UTC,369.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:36 UTC,2019-05-14 18:04:23 UTC,,,False,specific,80720.0,True,FOOD00337,fish,100,fish,Fish
343,Atlantic cod,Gadus morhua,"The Atlantic cod (Gadus morhua) is a well-known benthopelagic fish belonging to the family Gadidae widely consumed by humans. It is also commercially known as cod, codling or haberdine.
In the western Atlantic Ocean, cod has a distribution north of Cape Hatteras, North Carolina, and around both coasts of Greenland and the Labrador Sea; in the eastern Atlantic, it is found from the Bay of Biscay north to the Arctic Ocean, including the Baltic Sea, the North Sea, Sea of the Hebrides, areas around Iceland and the Barents Sea.
It can grow to 2 meters in length and weigh up to 96 kilograms (212 lb). It can live for 25 years and usually attains sexual maturity between ages two and four,[4] but cod in the northeast Arctic can take as long as eight years to fully mature. Colouring is brown to green, with spots on the dorsal side, shading to silver ventrally. A lateral line is clearly visible. Its habitat ranges from the shoreline down to the continental shelf.",164712.0,Atlantic_cod,343.jpg,image/jpeg,33912.0,2012-04-20 09:38:04 UTC,370.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:36 UTC,2019-05-14 18:04:23 UTC,,,False,specific,8049.0,True,FOOD00338,fish,100,fish,Fish
344,Common octopus,Octopus vulgaris,"The common octopus (Octopus vulgaris) is the most studied of all octopus species. Its range in the eastern Atlantic extends from the Mediterranean Sea and the southern coast of England to at least Senegal in Africa. It also occurs off the Azores, Canary Islands, and Cape Verde Islands. The species is also common in the Western Atlantic.",82603.0,Common octopus,344.jpg,image/jpeg,74161.0,2012-04-20 09:33:51 UTC,371.0,Aquatic foods,Mollusks,Type 1,2011-02-09 00:37:36 UTC,2019-05-14 18:04:23 UTC,,,False,specific,6645.0,True,FOOD00339,molluscs,100,molluscs,Molluscs
348,Malus (Crab apple),Malus,"Malus, apple, is a genus of about 30-55 species of small deciduous trees or shrubs in the family Rosaceae, including the domesticated orchard apple (M. domestica). The other species are generally known as crabapples, crab apples, crabs, or wild apples.
The genus is native to the temperate zone of the Northern Hemisphere.
The fruit is a globose pome, varying in size from 1-4 cm (0.39-1.57 in) diameter in most of the wild species, to 6 cm (2.4 in) in M. sylvestris sieversii, 8 cm (3.1 in) in M. domestica, and even larger in certain cultivated orchard apples. The centre of the fruit contains five carpels arranged star-like, each containing one or two seeds.",25254.0,Malus,348.jpg,image/jpeg,14221.0,2012-04-20 09:44:02 UTC,375.0,Fruits,Pomes,Type 1,2011-02-09 00:37:36 UTC,2019-05-14 18:04:23 UTC,,,True,specific,3749.0,True,FOOD00343,crustaceans,100,crustaceans,Crustaceans
356,Dolphin fish,Coryphaena hippurus,"The mahi-mahi or common dolphinfish (Coryphaena hippurus) is a surface-dwelling ray-finned fish found in off-shore temperate, tropical and subtropical waters worldwide. Also known widely as dorado, it is one of two members of the Coryphaenidae family, the other being the pompano dolphinfish.
The name mahi-mahi means very strong in Hawaiian. In other languages the fish is known as dorade coryphène, lampuga, llampuga, lampuka, lampuki, rakingo, calitos, or maverikos.",168791.0,Dolphin_fish,356.jpg,image/jpeg,146856.0,2012-04-20 09:33:38 UTC,383.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:37 UTC,2019-05-14 18:04:23 UTC,,,False,specific,34814.0,True,FOOD00351,fish,100,fish,Fish
359,Dungeness crab,Cancer magister,"The Dungeness crab, Metacarcinus magister (formerly Cancer magister), is a species of crab that inhabits eelgrass beds and water bottoms on the west coast of North America. It typically grows to 20 cm across the carapace and is a popular seafood prized for its sweet and tender flesh. Its common name comes from the port of Dungeness, Washington.",98675.0,Dungeness crab,359.jpg,image/jpeg,91158.0,2012-04-20 09:39:47 UTC,386.0,Aquatic foods,Crustaceans,Type 1,2011-02-09 00:37:37 UTC,2019-05-14 18:04:23 UTC,,,False,specific,29965.0,True,FOOD00354,crustaceans,100,crustaceans,Crustaceans
361,Eastern oyster,Crassostrea virginica,"The eastern oyster (Crassostrea virginica) — also called Atlantic oyster or Virginia oyster — is a species of true oyster native to the eastern seaboard and Gulf of Mexico coast of North America. It is also farmed in Puget Sound, Washington, where it is known as the Totten Inlet Virginica. Eastern oysters are and have been very popular commercially. Today, less than 1% of the original 17th century population (when the original colonists arrived) is thought to remain in the Chesapeake Bay and its tributaries, although population estimates from any era are uncertain. The eastern oyster is the state shellfish of Connecticut, its shell is the state shell of Virginia and Mississippi, and its shell in cabochon form is the state gem of Louisiana.",79872.0,Eastern oyster,361.jpg,image/jpeg,105681.0,2012-04-20 09:43:18 UTC,388.0,Aquatic foods,Mollusks,Type 1,2011-02-09 00:37:37 UTC,2019-05-14 18:04:23 UTC,,,False,specific,6565.0,True,FOOD00356,molluscs,100,molluscs,Molluscs
367,European anchovy,Engraulis encrasicolus,"The European anchovy (Engraulis encrasicolus) is a forage fish somewhat related to the herring. Anchovies are placed in the family Engraulidae. It is easily distinguished by its deeply-cleft mouth, the angle of the gape being behind the eyes. The pointed snout extends beyond the lower jaw. The fish resembles a sprat in having a forked tail and a single dorsal fin, but the body is round and slender. The maximum length is 8 1/8 in (205 mm).",161831.0,European anchovy,367.jpg,image/jpeg,110838.0,2012-04-20 09:41:30 UTC,394.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:37 UTC,2019-05-14 18:04:23 UTC,,,False,specific,184585.0,True,FOOD00362,fish,100,fish,Fish
375,Greenland halibut/turbot,Reinhardtius hippoglossoides,"The Greenland halibut or Greenland turbot (Reinhardtius hippoglossoides) belongs to the Pleuronectidae family (the right eye flounders), and is the only species of the genus Reinhardtius. It is a deepwater fish distributed from 200 to 1600 m but has been caught at depths more than 2,200 m . It is mainly found in waters with temperatures from 1-4 °C, but has also observed at sub-zero temperatures down to -2.1 °C. It has a circumpolar distribution and is found in both the Atlantic and the Pacific oceans. Its morphology with the left eye positioned on the dorsal ridge of the forehead gives it an appearance of a cyclops when looking straight at it. The central position of the left eye in the Greenland halibut probably gives it a much wider range of peripheral vision in comparison to other flatfish where the eye has migrated completely. The body shape is elongated and compressed dorsal-ventrally and muscles on both sides are equally developed. Both sides are pigmented; however the left blind side is slightly lighter in color than the right side. Its physical appearance suggests it to be a vigorous swimmer that can swim in a vertical position. Vertical swimming has been observed during tagging experiments. However, video analyzing of Greenland halibut behavior in front of a bottom trawl showed no sign of swimming in a vertical position. Even though most Greenland halibut are caught in bottom fishing gears (trawl, longline and gillnet) they have also been caught in surface drift nets which indicates that they can have a pelagic occurrence. Stomach analysis has also shown that the diet consists mostly of pelagic or bathypelagic organisms. Even though the Greenland halibut is a flatfish it does at times behave more like a roundfish.",172930.0,Greenland halibut,375.jpg,image/jpeg,68044.0,2012-04-20 09:31:59 UTC,402.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:38 UTC,2019-05-14 18:05:23 UTC,,,False,specific,111784.0,True,FOOD00370,fish,100,fish,Fish
379,Haddock,Melanogrammus aeglefinus,"The haddock (Melanogrammus aeglefinus) is a marine fish distributed on both sides of the North Atlantic. Haddock is a popular food fish and is widely fished commercially.
The haddock is easily recognized by a black lateral line running along its white side (not to be confused with pollock which has the reverse, i.e. white line on black side) and a distinctive dark blotch above the pectoral fin, often described as a ""thumbprint"" or even the ""Devil's thumbprint"" or ""St. Peter's mark"".
Haddock is most commonly found at depths of 40 to 133 m (131 to 436 ft), but has a range as deep as 300 m (980 ft). It thrives in temperatures of 2 to 10°C (36 to 50°F). Juveniles prefer shallower waters and larger adults deeper water. Generally, adult haddock do not engage in long migratory behaviour as do the younger fish, but seasonal movements have been known to occur across all ages. Haddock feed primarily on small invertebrates, although larger members of the species may occasionally consume fish.",164744.0,Haddock,379.jpg,image/jpeg,5814.0,2012-04-20 09:31:17 UTC,406.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:38 UTC,2019-05-14 18:05:24 UTC,,,False,specific,8056.0,True,FOOD00374,fish,100,fish,Fish
380,Hippoglossus (Common halibut),Hippoglossus,Hippoglossus is a genus of righteye flounders with one species native to the Atlantic Ocean and one to the Pacific Ocean.,172931.0,Hippoglossus,380.jpg,image/jpeg,59479.0,2012-04-20 09:30:42 UTC,407.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:38 UTC,2019-05-14 18:05:24 UTC,,,False,specific,8266.0,True,FOOD00375,fish,100,fish,Fish
381,Hazelnut,Corylus,"A hazelnut is the nut of the hazel and is also known as cobnut or filbert nut according to species. A cob is roughly spherical to oval, about 15–25 mm long and 10–15 mm in diameter, with an outer fibrous husk surrounding a smooth shell. A filbert is more elongated, being about twice as long as it is round. The nut falls out of the husk when ripe, about seven to eight months after pollination. The kernel of the seed is edible and used raw or roasted, or ground into a paste. Hazelnuts are also used for livestock feed, as are chestnuts and acorns. The seed has a thin, dark brown skin, which is sometimes removed before cooking. Hazelnuts are produced in commercial quantities in Turkey, Italy, Greece, Georgia, in south of the Spanish region of Catalonia, in the UK county of Kent and in the American states of Oregon and Washington. Turkey is the largest producer of hazelnuts in the world with approximately 75% of worldwide production. Hazelnuts are used in confectionery to make praline, and also used in combination with chocolate for chocolate truffles and products such as Nutella and Frangelico liqueur. Hazelnut oil, pressed from hazelnuts, is strongly flavoured and used as a cooking oil. Hazelnuts are rich in protein and unsaturated fat. Moreover, they contain significant amounts of thiamine and vitamin B6, as well as smaller amounts of other B vitamins.",19505.0,Hazelnut,381.jpg,image/jpeg,457813.0,2012-04-20 09:40:00 UTC,408.0,Nuts,Nuts,Type 1,2011-02-09 00:37:38 UTC,2019-05-14 18:05:24 UTC,,,False,specific,13450.0,True,FOOD00376,tree_nuts,100,tree_nuts,Nuts
388,Pacific jack mackerel,Trachurus symmetricus,"The Pacific jack mackerel,Trachurus symmetricus (also known as the Californian jack mackerel or simply jack mackerel), is an abundant species of pelagic marine fish in the jack family, Carangidae. The species is distributed along the western coast of North America, ranging from Alaska in the north to the Gulf of California in the south, inhabiting both offshore and inshore environments. The Pacific jack mackerel is a moderately large fish, growing to a maximum recorded length of 81 cm, although commonly seen below 55 cm. It is very similar in appearance to other members of its genus, Trachurus, especially Trachurus murphyi, which was once thought to be a subspecies of T. symmetricus, and inhabits waters further south. Pacific jack mackerel travel in large schools, ranging up to 600 miles offshore and to depths of 400 m, generally moving through the upper part of the water column.",168586.0,Pacific jack mackerel,388.jpg,image/jpeg,69927.0,2012-04-20 09:40:14 UTC,415.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:38 UTC,2019-05-14 18:05:24 UTC,,,False,specific,271940.0,True,FOOD00383,fish,100,fish,Fish
397,King mackerel,Scomberomorus cavalla,"The king mackerel (Scomberomorus cavalla) is a migratory species of mackerel of the western Atlantic Ocean and Gulf of Mexico. It is an important species to both the commercial and recreational fishing industries.
The king mackerel is a medium-sized fish, typically encountered from five to 30 pounds, but is known to exceed 90 pounds. The entire body is covered with very small, hardly visible, loosely attached scales. The first (spiny) dorsal fin is entirely colorless and is normally folded back into a body groove, as are the pelvic fins. The lateral line starts high on the shoulder, dips abruptly at mid-body and then continues as a wavy horizontal line to the tail. Coloration is olive on the back, fading to silver with a rosy iridescence on the sides, fading to white on the belly. Fish under 10 pounds (5 kg) show yellowish-brown spots on the flanks, somewhat smaller than the spots of the Atlantic Spanish mackerel, Scomberomorus maculatus. Its cutting-edged teeth are large, uniform, closely spaced and flattened from side to side. These teeth look very similar to those of the bluefish, Pomatomus saltatrix.",172435.0,King_mackerel,397.jpg,image/jpeg,115991.0,2012-04-20 09:42:53 UTC,424.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:39 UTC,2019-05-14 18:05:24 UTC,,,False,specific,13679.0,True,FOOD00392,fish,100,fish,Fish
404,American lobster,Homarus americanus,"The American lobster, Homarus americanus, is a species of lobster found on the Atlantic coast of North America, chiefly from Labrador to New Jersey. Within North America, it is also known as the northern lobster or Maine lobster. It can reach a body length of 64 cm, and a mass of over 20 kilograms, making it the heaviest crustacean in the world. Its closest relative is the European lobster Homarus gammarus, which can be distinguished by its coloration and the lack of spines on the underside of the rostrum. American lobsters are usually bluish green to brown with red spines, but a number of color variations have been observed.",97314.0,American lobster,404.jpg,image/jpeg,87896.0,2012-04-20 09:38:47 UTC,431.0,Aquatic foods,Crustaceans,Type 1,2011-02-09 00:37:39 UTC,2019-05-14 18:05:24 UTC,,,False,specific,6706.0,True,FOOD00399,crustaceans,100,crustaceans,Crustaceans
408,White lupine,Lupinus albus,"Lupinus albus, commonly known as the white lupin, is a member of the genus Lupinus in the family Fabaceae. It is a traditional pulse cultivated in the Mediterranean region.
White lupin is distinct within the vast and polymorphous genus Lupinus L. for small variation of morphological characters. However, it has wide intraspecific variability in physiological plant properties: duration of vernalization time and growth rate, photoperiodic sensitivity, shape tolerance, drought resistance, cold- and winter-hardiness. There are winter and spring forms of white lupin. Duration of growing period under spring sowing varies from 106 to 180 days, seed mass per plant changes from 2.2 to 40 g, green mass yield per from 9 to 250 g, protein content in seed from 35.0 to 53.7%, and oil content from 6.2 to 12.0%.
",503572.0,White_lupine,408.jpg,image/jpeg,74117.0,2012-04-20 09:42:15 UTC,435.0,Pulses,Other pulses,Type 1,2011-02-09 00:37:40 UTC,2019-05-14 18:05:24 UTC,,,False,specific,3870.0,True,FOOD00403,lupin,100,lupin,Lupin
420,White mustard,Sinapis alba,"White mustard (Sinapis alba) is an annual plant of the family Brassicaceae. It is sometimes also referred to as Brassica alba or B. hirta. Grown for its seeds, mustard, as fodder crop or as a green manure, it is now widespread worldwide, although it probably originated in the Mediterranean region.
White mustard seeds are hard round seeds, usually around 1 to 1.5 millimetres in diameter, with a color ranging from beige or yellow to light brown. They can be used whole for pickling or toasted for use in dishes. When ground and mixed with other ingredients, a paste or more standard condiment can be produced.",23309.0,White_mustard,420.jpg,image/jpeg,85377.0,2012-04-20 09:37:25 UTC,447.0,Herbs and Spices,Spices,Type 1,2011-02-09 00:37:40 UTC,2019-05-14 18:05:24 UTC,,,False,specific,3728.0,True,FOOD00413,mustard,100,mustard,Mustard
421,Mustard spinach,Brassica perviridis,"Komatsuna or Japanese mustard spinach (Brassica rapa var. perviridis) is a leaf vegetable. It is a variety of Brassica rapa, the plant species that yields the turnip, mizuna, napa cabbage, and rapini. It is grown commercially in Japan and Taiwan. The name komatsuna is from the Japanese komatsuna, ""small pine tree greens"". It is stir-fried, pickled, boiled, and added to soups or used fresh in salads. It is an excellent source of calcium.
The leaves of komatsuna may be eaten at any stage of their growth. In a mature plant they are dark green with slender light green stalks, around 30 centimeters (12"") long and 18 cm (7"") wide. It is most often grown in the spring and autumn, as it cannot endure extreme heat or cold for more than a short time.
The plant is also used for fodder in some Asian countries.",506223.0,Brassica_perviridis,421.jpg,image/jpeg,53375.0,2012-04-20 09:29:19 UTC,448.0,Vegetables,Cabbages,Type 1,2011-02-09 00:37:40 UTC,2019-05-14 18:05:24 UTC,,,False,specific,,True,FOOD00414,mustard,100,mustard,Mustard
425,North Pacific giant octopus,Enteroctopus dofleini,"Enteroctopus dofleini, also known as the giant Pacific octopus or North Pacific giant octopus, is a large cephalopod belonging to the genus Enteroctopus. It can be found in the coastal North Pacific, usually at a depth of around 65 m (215 ft). It can, however, live in much shallower or much deeper waters. It is arguably the largest octopus species, based on a scientific record of a 71 kg (156 lb) individual weighed live. The alternative contender is the seven-arm octopus (Haliphron atlanticus) based on a 61 kg (134 lb) carcass estimated to have a live mass of 75 kg (165 lb). However, a number of questionable size records would suggest E. dofleini is the largest of all octopus species by a considerable margin.",557227.0,Enteroctopus dofleini,425.jpg,image/jpeg,174330.0,2012-04-20 09:36:44 UTC,452.0,Aquatic foods,Mollusks,Type 1,2011-02-09 00:37:41 UTC,2019-05-14 18:05:24 UTC,,,False,specific,267067.0,True,FOOD00418,molluscs,100,molluscs,Molluscs
432,Pacific herring,Clupea pallasii,"The Pacific herring, Clupea pallasii, is a species of the herring family associated with the Pacific Ocean environment of North America and northeast Asia. It is a silvery fish with unspined fins and a deeply forked caudal fin. The distribution is widely along the California coast from Baja California north to Alaska and the Bering Sea; in Asia the distribution is south to Japan. Clupea pallasii is considered a keystone species because of its very high productivity and interactions with a large number of predators and prey. Pacific herring spawn in variable seasons, but often in the early part of the year in intertidal and sub-tidal environments, commonly on eelgrass or other submerged vegetation; however, they do not die after spawning, but can breed in successive years. According to government sources, the Pacific herring fishery collapsed in the year 1993, and is slowly recovering to commercial viability in several North American stock areas. The species is named for Peter Simon Pallas, a noted German naturalist and explorer. There are disjunct populations of Clupea pallasii in North-East Europe, which are often attributed to separate subspecies Clupea pallasii marisalbi (White Sea herring) and Clupea pallasii suworowi (Chosha herring).",551209.0,Pacific herring,432.jpg,image/jpeg,40137.0,2012-04-20 09:30:36 UTC,459.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:41 UTC,2019-05-14 18:05:24 UTC,,,False,specific,30724.0,True,FOOD00424,fish,100,fish,Fish
433,Pacific oyster,Crassostrea gigas,"The Pacific oyster, Japanese oyster or Miyagi oyster (Crassostrea gigas), is an oyster native to the Pacific coast of Asia. It has become an introduced species in North America, Australia, Europe, and New Zealand.
The shell of Crassostrea gigas varies widely with the environment where it is attached. Its large, rounded, radial folds are often extremely rough and sharp. The two valves of the shell are slightly different in size and shape, the right valve being moderately concave. Shell colour is variable, usually pale white or off-white. Mature specimens can vary from 80 mm to 400 mm long.",79868.0,Pacific_oyster,433.jpg,image/jpeg,94502.0,2012-04-20 09:41:49 UTC,460.0,Aquatic foods,Mollusks,Type 1,2011-02-09 00:37:41 UTC,2019-05-14 18:05:24 UTC,,,False,specific,29159.0,True,FOOD00425,molluscs,100,molluscs,Molluscs
454,Rainbow trout,Oncorhynchus mykiss,"The rainbow trout (Oncorhynchus mykiss) is a species of salmonid native to tributaries of the Pacific Ocean in Asia and North America. The steelhead is a sea-run rainbow trout usually returning to freshwater to spawn after two to three years at sea; rainbow trout and steelhead trout are the same species. The fish are often called salmon trout. Several other fish in the salmonid family are called trout; some are anadromous like salmon, whereas others are resident in freshwater only. The species has been introduced for food or sport to at least 45 countries, and every continent except Antarctica. In some locations, such as Southern Europe, Australia and South America, they have negatively impacted upland native fish species, either by eating them, outcompeting them, transmitting contagious diseases, or hybridization with closely related species and subspecies that are native to western North America.",161989.0,Rainbow trout,454.jpg,image/jpeg,77363.0,2012-04-20 09:37:55 UTC,481.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:42 UTC,2019-05-14 18:05:25 UTC,,,False,specific,8022.0,True,FOOD00444,fish,100,fish,Fish
460,Pink salmon,Oncorhynchus gorbuscha,"Pink salmon or humpback salmon, Oncorhynchus gorbuscha (from a Russian name for this species gorbúša (горбуша), is a species of anadromous fish in the salmon family. It is the smallest and most abundant of the Pacific salmon.
In the ocean, pink salmon are bright silver fish. After returning to their spawning streams, their coloring changes to pale grey on the back with yellowish-white belly (although some turn an overall dull green color). As with all salmon, in addition to the dorsal fin, they also have an adipose fin. The fish is characterized by a white mouth with black gums, no teeth on the tongue, large oval-shaped black spots on the back, a v-shaped tail, and an anal fin with 13-17 soft rays. During their spawning migration, males develop a pronounced humped back, hence their nickname ""humpies"". Pink salmon average 4.8 pounds (2.2 kg) in weight. The maximum recorded size was 30 inches (76 cm) and 15 pounds (6.8 kg).",161975.0,Pink_salmon,460.jpg,image/jpeg,48884.0,2012-04-20 09:43:03 UTC,487.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:43 UTC,2019-05-14 18:05:25 UTC,,,False,specific,8017.0,True,FOOD00450,fish,100,fish,Fish
461,Chum salmon,Oncorhynchus keta,"The chum salmon (Oncorhynchus keta) is a species of anadromous fish in the salmon family. It is a Pacific salmon, and may also be known as dog salmon or Keta salmon, and is often marketed under the name Silverbrite salmon. The name Chum salmon comes from the Chinook Jargon term tzum, meaning ""spotted"" or ""marked"", while ""Keta"" comes from the Evenki language of Eastern Siberia via Russian.
The body of the chum salmon is deeper than most salmonid species. In common with other species found in the Pacific, the anal fin has 12 to 20 rays, compared with a maximum of 12 in European species. Chum have an ocean coloration of silvery blue green with some indistinct spotting in a darker shade, and a rather paler belly. When they move into fresh water the color changes to dark olive green and the belly color deepens. When adults are near spawning, they have purple blotchy streaks near the caudal peduncle, darker towards the tail. Spawning males typically grow an elongated snout or kype, their lower fins become tipped with white and they have enlarged teeth. Some researchers speculate these characteristics are used to compete for mates.",161976.0,Chum_salmon,461.jpg,image/jpeg,153463.0,2012-04-20 09:35:44 UTC,488.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:43 UTC,2019-05-14 18:05:25 UTC,,,False,specific,8018.0,True,FOOD00451,fish,100,fish,Fish
462,Coho salmon,Oncorhynchus kisutch,"The coho salmon, Oncorhynchus kisutch (from the Russian ????? kizhuch), is a species of anadromous fish in the salmon family. Coho salmon are also known as silver salmon or ""silvers"".
During their ocean phase, coho salmon have silver sides and dark-blue backs. During their spawning phase, their jaws and teeth become hooked. After entering fresh water, they develop bright-red sides, bluish-green heads and backs, dark bellies and dark spots on their backs. Sexually maturing fish develop a light-pink or rose shading along the belly, and the males may show a slight arching of the back. Mature adults have a pronounced red skin color with darker backs and average 28 inches (71 cm) and 7 to 11 pounds (3.2 to 5.0 kg), occasionally reaching up to 36 pounds (16 kg). Mature females may be darker than males, with both showing a pronounced hook on the nose.",161977.0,Coho_salmon,462.jpg,image/jpeg,66706.0,2012-04-20 09:42:43 UTC,489.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:43 UTC,2019-05-14 18:05:25 UTC,,,False,specific,8019.0,True,FOOD00452,fish,100,fish,Fish
